,NM_REGION,Date,QT_VOLUME_24HOUR,AM_PEAK_VOLUME,PM_PEAK_VOLUME,Location,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Region,Lat,Long
289,ES2,11/07/2016,2826926,298.0556061987238,455.63081130355516,Melbourne,16.0,3.6,59.0,67.0,57.0,Essendon 2,-37.7505,144.9143
290,ES2,12/07/2016,2902037,315.65907019143117,465.08113035551503,Melbourne,13.7,0.0,63.0,58.0,51.0,Essendon 2,-37.7505,144.9143
291,ES2,13/07/2016,2957504,309.6554238833181,467.98085688240656,Melbourne,12.0,0.4,43.0,67.0,55.0,Essendon 2,-37.7505,144.9143
292,ES2,14/07/2016,3049211,315.5697356426618,481.19234275296265,Melbourne,14.0,1.0,43.0,68.0,52.0,Essendon 2,-37.7505,144.9143
293,ES2,15/07/2016,3151669,308.8778486782133,473.45761166818596,Melbourne,14.1,0.0,20.0,64.0,63.0,Essendon 2,-37.7505,144.9143
294,ES2,16/07/2016,2561932,126.42752962625342,357.6827711941659,Melbourne,13.7,0.0,17.0,70.0,57.0,Essendon 2,-37.7505,144.9143
295,ES2,17/07/2016,2108686,65.5478577939836,329.34548769371014,Melbourne,16.1,0.0,56.0,77.0,45.0,Essendon 2,-37.7505,144.9143
296,ES2,18/07/2016,2918998,309.75478577939833,472.5059252506837,Melbourne,17.7,0.0,52.0,75.0,68.0,Essendon 2,-37.7505,144.9143
297,ES2,19/07/2016,2977448,320.64630811303556,474.82315405651775,Melbourne,16.0,0.0,20.0,79.0,68.0,Essendon 2,-37.7505,144.9143
298,ES2,20/07/2016,3017617,317.7010027347311,475.35369188696444,Melbourne,16.1,1.8,17.0,97.0,76.0,Essendon 2,-37.7505,144.9143
299,ES2,21/07/2016,3074150,316.7447584320875,487.0337283500456,Melbourne,18.1,1.8,50.0,100.0,65.0,Essendon 2,-37.7505,144.9143
300,ES2,22/07/2016,3093829,297.2060164083865,465.0200546946217,Melbourne,18.3,7.8,59.0,76.0,73.0,Essendon 2,-37.7505,144.9143
301,ES2,23/07/2016,2498732,120.84958979033728,346.03008204193253,Melbourne,11.6,2.8,44.0,59.0,65.0,Essendon 2,-37.7505,144.9143
302,ES2,24/07/2016,2055805,63.003646308113034,318.489516864175,Melbourne,11.4,0.8,48.0,76.0,64.0,Essendon 2,-37.7505,144.9143
303,ES2,25/07/2016,2870854,304.56426618049227,463.90428441203284,Melbourne,14.3,0.0,59.0,72.0,51.0,Essendon 2,-37.7505,144.9143
304,ES2,26/07/2016,2938674,323.29170464904286,468.9361896080219,Melbourne,11.0,4.8,46.0,68.0,60.0,Essendon 2,-37.7505,144.9143
305,ES2,27/07/2016,3012487,323.2752962625342,477.7493163172288,Melbourne,12.9,0.4,37.0,92.0,50.0,Essendon 2,-37.7505,144.9143
306,ES2,28/07/2016,3071177,321.6226071103008,480.5360072926162,Melbourne,15.2,0.0,37.0,73.0,52.0,Essendon 2,-37.7505,144.9143
307,ES2,29/07/2016,3165277,316.1932543299909,468.2306289881495,Melbourne,15.3,0.0,31.0,76.0,67.0,Essendon 2,-37.7505,144.9143
308,ES2,30/07/2016,2447342,125.80765724703737,338.5834092980857,Melbourne,13.8,2.4,59.0,85.0,74.0,Essendon 2,-37.7505,144.9143
309,ES2,31/07/2016,2092533,63.12215132178669,324.50683682771194,Melbourne,17.0,2.0,52.0,86.0,39.0,Essendon 2,-37.7505,144.9143
310,ESS,01/07/2016,4187220,206.80984110712456,349.58995386981036,Melbourne,14.1,6.4,28.0,89.0,61.0,Essendon,-37.7505,144.9143
311,ESS,02/07/2016,3567663,95.8313685289595,292.8672475653511,Melbourne,16.5,0.2,28.0,77.0,58.0,Essendon,-37.7505,144.9143
312,ESS,03/07/2016,3129053,61.08200922603793,276.5002562788314,Melbourne,16.7,0.0,41.0,76.0,57.0,Essendon,-37.7505,144.9143
313,ESS,04/07/2016,3848976,213.0220399794977,350.5325474115838,Melbourne,12.7,0.0,31.0,69.0,64.0,Essendon,-37.7505,144.9143
314,ESS,05/07/2016,3804403,205.15786776012303,344.46694003075345,Melbourne,12.8,0.6,28.0,87.0,91.0,Essendon,-37.7505,144.9143
315,ESS,06/07/2016,3972755,211.30804715530496,357.03075345976424,Melbourne,13.0,22.6,37.0,87.0,84.0,Essendon,-37.7505,144.9143
316,ESS,07/07/2016,4110223,210.26191696565863,365.58944131214764,Melbourne,13.7,3.8,31.0,97.0,80.0,Essendon,-37.7505,144.9143
317,ESS,08/07/2016,4271033,203.4274730907227,375.4961558175295,Melbourne,15.3,0.8,20.0,90.0,65.0,Essendon,-37.7505,144.9143
318,ESS,09/07/2016,3661496,94.84725781650435,303.2019477191184,Melbourne,15.2,0.2,13.0,100.0,60.0,Essendon,-37.7505,144.9143
319,ESS,10/07/2016,3078536,60.7801127626858,262.5407483341876,Melbourne,14.2,0.0,59.0,97.0,80.0,Essendon,-37.7505,144.9143
320,ESS,11/07/2016,3982644,222.73141978472577,360.86365966171195,Melbourne,16.0,3.6,59.0,67.0,57.0,Essendon,-37.7505,144.9143
321,ESS,12/07/2016,4085348,236.2532034853921,372.91317829457364,Melbourne,13.7,0.0,63.0,58.0,51.0,Essendon,-37.7505,144.9143
322,ESS,13/07/2016,4204603,234.4702842377261,380.1421188630491,Melbourne,12.0,0.4,43.0,67.0,55.0,Essendon,-37.7505,144.9143
323,ESS,14/07/2016,4334361,234.9297157622739,389.64031007751936,Melbourne,14.0,1.0,43.0,68.0,52.0,Essendon,-37.7505,144.9143
324,ESS,15/07/2016,4453424,226.25012919896642,394.2925064599483,Melbourne,14.1,0.0,20.0,64.0,63.0,Essendon,-37.7505,144.9143
325,ESS,16/07/2016,3848042,101.19586563307493,305.28010335917315,Melbourne,13.7,0.0,17.0,70.0,57.0,Essendon,-37.7505,144.9143
326,ESS,17/07/2016,3333722,66.02842377260981,295.3090439276486,Melbourne,16.1,0.0,56.0,77.0,45.0,Essendon,-37.7505,144.9143
327,ESS,18/07/2016,3983396,238.47493540051678,376.4637075718016,Melbourne,17.7,0.0,52.0,75.0,68.0,Essendon,-37.7505,144.9143
328,ESS,19/07/2016,4163874,240.4532637075718,386.90287206266316,Melbourne,16.0,0.0,20.0,79.0,68.0,Essendon,-37.7505,144.9143
329,ESS,20/07/2016,4273533,246.5644908616188,389.2657963446475,Melbourne,16.1,1.8,17.0,97.0,76.0,Essendon,-37.7505,144.9143
330,ESS,21/07/2016,4399588,238.79477806788512,399.28772845953,Melbourne,18.1,1.8,50.0,100.0,65.0,Essendon,-37.7505,144.9143
331,ESS,22/07/2016,4462628,227.0480417754569,394.72323759791124,Melbourne,18.3,7.8,59.0,76.0,73.0,Essendon,-37.7505,144.9143
332,ESS,23/07/2016,3783098,100.30443864229765,308.5033942558747,Melbourne,11.6,2.8,44.0,59.0,65.0,Essendon,-37.7505,144.9143
333,ESS,24/07/2016,3192875,63.18955613577023,287.4266318537859,Melbourne,11.4,0.8,48.0,76.0,64.0,Essendon,-37.7505,144.9143
334,ESS,25/07/2016,4060919,235.54882506527414,374.23342036553527,Melbourne,14.3,0.0,59.0,72.0,51.0,Essendon,-37.7505,144.9143
335,ESS,26/07/2016,4136979,241.8579634464752,378.0488819552782,Melbourne,11.0,4.8,46.0,68.0,60.0,Essendon,-37.7505,144.9143
336,ESS,27/07/2016,4251423,242.31929277171088,392.3738949557982,Melbourne,12.9,0.4,37.0,92.0,50.0,Essendon,-37.7505,144.9143
337,ESS,28/07/2016,4410184,243.25013000520022,399.9712192569335,Melbourne,15.2,0.0,37.0,73.0,52.0,Essendon,-37.7505,144.9143
338,ESS,29/07/2016,4541936,233.574568288854,401.03506017791733,Melbourne,15.3,0.0,31.0,76.0,67.0,Essendon,-37.7505,144.9143
339,ESS,30/07/2016,3781644,101.95761381475667,304.70434327577186,Melbourne,13.8,2.4,59.0,85.0,74.0,Essendon,-37.7505,144.9143
340,ESS,31/07/2016,3304511,61.90528519099948,299.48613291470434,Melbourne,17.0,2.0,52.0,86.0,39.0,Essendon,-37.7505,144.9143
341,FR2,01/07/2016,1119032,85.77884615384616,182.1791958041958,Melbourne,14.1,6.4,28.0,89.0,61.0,Frankston 2,-38.1466,145.1357
342,FR2,02/07/2016,1001833,37.61975524475525,149.5944055944056,Melbourne,16.5,0.2,28.0,77.0,58.0,Frankston 2,-38.1466,145.1357
343,FR2,03/07/2016,853299,22.564685314685313,132.53146853146853,Melbourne,16.7,0.0,41.0,76.0,57.0,Frankston 2,-38.1466,145.1357
344,FR2,04/07/2016,997847,87.07867132867133,164.88898601398603,Melbourne,12.7,0.0,31.0,69.0,64.0,Frankston 2,-38.1466,145.1357
345,FR2,05/07/2016,1006433,85.05944055944056,164.10227272727272,Melbourne,12.8,0.6,28.0,87.0,91.0,Frankston 2,-38.1466,145.1357
346,FR2,06/07/2016,1048646,86.24475524475524,173.73776223776224,Melbourne,13.0,22.6,37.0,87.0,84.0,Frankston 2,-38.1466,145.1357
347,FR2,07/07/2016,1067473,86.04545454545455,175.25174825174824,Melbourne,13.7,3.8,31.0,97.0,80.0,Frankston 2,-38.1466,145.1357
348,FR2,08/07/2016,1134030,82.65734265734265,183.89423076923077,Melbourne,15.3,0.8,20.0,90.0,65.0,Frankston 2,-38.1466,145.1357
349,FR2,09/07/2016,1055997,38.44580419580419,160.14423076923077,Melbourne,15.2,0.2,13.0,100.0,60.0,Frankston 2,-38.1466,145.1357
350,FR2,10/07/2016,845425,25.082167832167833,126.14248251748252,Melbourne,14.2,0.0,59.0,97.0,80.0,Frankston 2,-38.1466,145.1357
351,FR2,11/07/2016,1049650,93.44055944055944,173.10664335664336,Melbourne,16.0,3.6,59.0,67.0,57.0,Frankston 2,-38.1466,145.1357
352,FR2,12/07/2016,1058572,94.2298951048951,176.84965034965035,Melbourne,13.7,0.0,63.0,58.0,51.0,Frankston 2,-38.1466,145.1357
353,FR2,13/07/2016,1081755,92.7867132867133,179.70017482517483,Melbourne,12.0,0.4,43.0,67.0,55.0,Frankston 2,-38.1466,145.1357
354,FR2,14/07/2016,1140501,98.28758741258741,188.23164335664336,Melbourne,14.0,1.0,43.0,68.0,52.0,Frankston 2,-38.1466,145.1357
355,FR2,15/07/2016,1193243,93.27972027972028,193.21853146853147,Melbourne,14.1,0.0,20.0,64.0,63.0,Frankston 2,-38.1466,145.1357
356,FR2,16/07/2016,1064217,42.36625874125874,155.21765734265733,Melbourne,13.7,0.0,17.0,70.0,57.0,Frankston 2,-38.1466,145.1357
357,FR2,17/07/2016,917223,21.655594405594407,144.8916083916084,Melbourne,16.1,0.0,56.0,77.0,45.0,Frankston 2,-38.1466,145.1357
358,FR2,18/07/2016,1074970,96.17744755244755,179.7263986013986,Melbourne,17.7,0.0,52.0,75.0,68.0,Frankston 2,-38.1466,145.1357
359,FR2,19/07/2016,1059140,99.00874125874125,172.46416083916083,Melbourne,16.0,0.0,20.0,79.0,68.0,Frankston 2,-38.1466,145.1357
360,FR2,20/07/2016,1079417,99.15821678321679,177.2674825174825,Melbourne,16.1,1.8,17.0,97.0,76.0,Frankston 2,-38.1466,145.1357
361,FR2,21/07/2016,1089077,97.07692307692308,178.92482517482517,Melbourne,18.1,1.8,50.0,100.0,65.0,Frankston 2,-38.1466,145.1357
362,FR2,22/07/2016,1147585,88.56643356643356,185.49125874125875,Melbourne,18.3,7.8,59.0,76.0,73.0,Frankston 2,-38.1466,145.1357
363,FR2,23/07/2016,971517,34.69318181818182,140.34003496503496,Melbourne,11.6,2.8,44.0,59.0,65.0,Frankston 2,-38.1466,145.1357
364,FR2,24/07/2016,836374,21.27534965034965,126.09353146853147,Melbourne,11.4,0.8,48.0,76.0,64.0,Frankston 2,-38.1466,145.1357
365,FR2,25/07/2016,1032642,93.36888111888112,174.2062937062937,Melbourne,14.3,0.0,59.0,72.0,51.0,Frankston 2,-38.1466,145.1357
366,FR2,26/07/2016,1049410,95.74038461538461,176.28583916083917,Melbourne,11.0,4.8,46.0,68.0,60.0,Frankston 2,-38.1466,145.1357
367,FR2,27/07/2016,1102415,97.89423076923077,184.2875874125874,Melbourne,12.9,0.4,37.0,92.0,50.0,Frankston 2,-38.1466,145.1357
368,FR2,28/07/2016,1128704,98.0944055944056,187.82867132867133,Melbourne,15.2,0.0,37.0,73.0,52.0,Frankston 2,-38.1466,145.1357
369,FR2,29/07/2016,1179566,95.29545454545455,185.86451048951048,Melbourne,15.3,0.0,31.0,76.0,67.0,Frankston 2,-38.1466,145.1357
370,FR2,30/07/2016,1047367,39.44842657342657,151.604020979021,Melbourne,13.8,2.4,59.0,85.0,74.0,Frankston 2,-38.1466,145.1357
371,FR2,31/07/2016,894972,23.197552447552447,142.06293706293707,Melbourne,17.0,2.0,52.0,86.0,39.0,Frankston 2,-38.1466,145.1357
372,FRA,01/07/2016,4848359,145.96725288053366,267.78775015160704,Melbourne,14.1,6.4,28.0,89.0,61.0,Frankston,-38.1466,145.1357
373,FRA,02/07/2016,4021319,60.984232868405094,197.56185567010309,Melbourne,16.5,0.2,28.0,77.0,58.0,Frankston,-38.1466,145.1357
374,FRA,03/07/2016,3333630,31.950879320800485,180.0269860521528,Melbourne,16.7,0.0,41.0,76.0,57.0,Frankston,-38.1466,145.1357
375,FRA,04/07/2016,4301756,148.63978168587022,245.53688029020557,Melbourne,12.7,0.0,31.0,69.0,64.0,Frankston,-38.1466,145.1357
376,FRA,05/07/2016,4413766,143.91414752116083,253.46191051995163,Melbourne,12.8,0.6,28.0,87.0,91.0,Frankston,-38.1466,145.1357
377,FRA,06/07/2016,4569161,149.05592503022976,258.78748488512696,Melbourne,13.0,22.6,37.0,87.0,84.0,Frankston,-38.1466,145.1357
378,FRA,07/07/2016,4726109,150.48548972188632,262.83978234582827,Melbourne,13.7,3.8,31.0,97.0,80.0,Frankston,-38.1466,145.1357
379,FRA,08/07/2016,4894736,145.6318016928658,268.8192261185006,Melbourne,15.3,0.8,20.0,90.0,65.0,Frankston,-38.1466,145.1357
380,FRA,09/07/2016,4260430,60.83827085852479,215.0492744860943,Melbourne,15.2,0.2,13.0,100.0,60.0,Frankston,-38.1466,145.1357
381,FRA,10/07/2016,3426108,32.971584038694076,180.79111245465538,Melbourne,14.2,0.0,59.0,97.0,80.0,Frankston,-38.1466,145.1357
382,FRA,11/07/2016,4569471,157.31227327690448,261.3570133010883,Melbourne,16.0,3.6,59.0,67.0,57.0,Frankston,-38.1466,145.1357
383,FRA,12/07/2016,4619416,166.42684401451027,259.8811970979444,Melbourne,13.7,0.0,63.0,58.0,51.0,Frankston,-38.1466,145.1357
384,FRA,13/07/2016,4730594,161.25755743651754,269.5885731559855,Melbourne,12.0,0.4,43.0,67.0,55.0,Frankston,-38.1466,145.1357
385,FRA,14/07/2016,4936793,165.6393591293833,278.23579201934706,Melbourne,14.0,1.0,43.0,68.0,52.0,Frankston,-38.1466,145.1357
386,FRA,15/07/2016,5116788,158.7533252720677,278.7956469165659,Melbourne,14.1,0.0,20.0,64.0,63.0,Frankston,-38.1466,145.1357
387,FRA,16/07/2016,4422264,64.5928053204353,213.51813784764207,Melbourne,13.7,0.0,17.0,70.0,57.0,Frankston,-38.1466,145.1357
388,FRA,17/07/2016,3670963,33.86275695284159,200.35701330108827,Melbourne,16.1,0.0,56.0,77.0,45.0,Frankston,-38.1466,145.1357
389,FRA,18/07/2016,4668661,166.209492140266,268.7040507859734,Melbourne,17.7,0.0,52.0,75.0,68.0,Frankston,-38.1466,145.1357
390,FRA,19/07/2016,4808842,170.60187424425635,273.81015719467956,Melbourne,16.0,0.0,20.0,79.0,68.0,Frankston,-38.1466,145.1357
391,FRA,20/07/2016,4945512,171.25937122128175,279.37515114873037,Melbourne,16.1,1.8,17.0,97.0,76.0,Frankston,-38.1466,145.1357
392,FRA,21/07/2016,4999383,168.7506045949214,281.084038694075,Melbourne,18.1,1.8,50.0,100.0,65.0,Frankston,-38.1466,145.1357
393,FRA,22/07/2016,5087355,159.18349455864572,270.0946191051995,Melbourne,18.3,7.8,59.0,76.0,73.0,Frankston,-38.1466,145.1357
394,FRA,23/07/2016,4269235,58.18288996372431,205.9552599758162,Melbourne,11.6,2.8,44.0,59.0,65.0,Frankston,-38.1466,145.1357
395,FRA,24/07/2016,3551670,32.92865779927449,187.44649334945586,Melbourne,11.4,0.8,48.0,76.0,64.0,Frankston,-38.1466,145.1357
396,FRA,25/07/2016,4573511,163.14540507859735,262.87787182587664,Melbourne,14.3,0.0,59.0,72.0,51.0,Frankston,-38.1466,145.1357
397,FRA,26/07/2016,4765845,168.99758162031438,271.03143893591294,Melbourne,11.0,4.8,46.0,68.0,60.0,Frankston,-38.1466,145.1357
398,FRA,27/07/2016,4893386,169.03778718258766,279.05743651753323,Melbourne,12.9,0.4,37.0,92.0,50.0,Frankston,-38.1466,145.1357
399,FRA,28/07/2016,4989316,170.48428053204353,279.2917170495768,Melbourne,15.2,0.0,37.0,73.0,52.0,Frankston,-38.1466,145.1357
400,FRA,29/07/2016,5154442,162.59220072551392,274.41535671100365,Melbourne,15.3,0.0,31.0,76.0,67.0,Frankston,-38.1466,145.1357
401,FRA,30/07/2016,4330607,64.48821039903265,209.01178960096735,Melbourne,13.8,2.4,59.0,85.0,74.0,Frankston,-38.1466,145.1357
402,FRA,31/07/2016,3678605,35.44770253929867,198.59794437726723,Melbourne,17.0,2.0,52.0,86.0,39.0,Frankston,-38.1466,145.1357
403,FT1,01/07/2016,4098267,244.3122340425532,360.72446808510637,Melbourne,14.1,6.4,28.0,89.0,61.0,Footscray,-37.7989,144.8924
404,FT1,02/07/2016,3123552,93.17978723404255,254.26170212765956,Melbourne,16.5,0.2,28.0,77.0,58.0,Footscray,-37.7989,144.8924
405,FT1,03/07/2016,2635351,53.16595744680851,237.9095744680851,Melbourne,16.7,0.0,41.0,76.0,57.0,Footscray,-37.7989,144.8924
406,FT1,04/07/2016,3770176,247.52340425531915,348.2313829787234,Melbourne,12.7,0.0,31.0,69.0,64.0,Footscray,-37.7989,144.8924
407,FT1,05/07/2016,3803938,236.59148936170212,348.975,Melbourne,12.8,0.6,28.0,87.0,91.0,Footscray,-37.7989,144.8924
408,FT1,06/07/2016,3950646,250.26861702127658,358.40425531914894,Melbourne,13.0,22.6,37.0,87.0,84.0,Footscray,-37.7989,144.8924
409,FT1,07/07/2016,4079236,251.87234042553192,366.09627659574465,Melbourne,13.7,3.8,31.0,97.0,80.0,Footscray,-37.7989,144.8924
410,FT1,08/07/2016,4171338,243.29468085106382,373.6797872340426,Melbourne,15.3,0.8,20.0,90.0,65.0,Footscray,-37.7989,144.8924
411,FT1,09/07/2016,3327165,93.10265957446809,272.8159574468085,Melbourne,15.2,0.2,13.0,100.0,60.0,Footscray,-37.7989,144.8924
412,FT1,10/07/2016,2589109,51.40212765957447,226.98297872340424,Melbourne,14.2,0.0,59.0,97.0,80.0,Footscray,-37.7989,144.8924
413,FT1,11/07/2016,3810654,246.6601063829787,352.8984042553191,Melbourne,16.0,3.6,59.0,67.0,57.0,Footscray,-37.7989,144.8924
414,FT1,12/07/2016,4030273,273.86170212765956,368.0968085106383,Melbourne,13.7,0.0,63.0,58.0,51.0,Footscray,-37.7989,144.8924
415,FT1,13/07/2016,4122874,270.9409574468085,375.6909574468085,Melbourne,12.0,0.4,43.0,67.0,55.0,Footscray,-37.7989,144.8924
416,FT1,14/07/2016,4230845,271.27606382978723,378.58882978723403,Melbourne,14.0,1.0,43.0,68.0,52.0,Footscray,-37.7989,144.8924
417,FT1,15/07/2016,4304023,263.3526595744681,382.5941489361702,Melbourne,14.1,0.0,20.0,64.0,63.0,Footscray,-37.7989,144.8924
418,FT1,16/07/2016,3408070,99.07180851063829,273.5968085106383,Melbourne,13.7,0.0,17.0,70.0,57.0,Footscray,-37.7989,144.8924
419,FT1,17/07/2016,2849769,58.42446808510638,256.12606382978726,Melbourne,16.1,0.0,56.0,77.0,45.0,Footscray,-37.7989,144.8924
420,FT1,18/07/2016,3968669,265.63829787234044,360.41223404255317,Melbourne,17.7,0.0,52.0,75.0,68.0,Footscray,-37.7989,144.8924
421,FT1,19/07/2016,4127457,273.64255319148936,378.7686170212766,Melbourne,16.0,0.0,20.0,79.0,68.0,Footscray,-37.7989,144.8924
422,FT1,20/07/2016,4194719,277.36436170212767,373.17659574468087,Melbourne,16.1,1.8,17.0,97.0,76.0,Footscray,-37.7989,144.8924
423,FT1,21/07/2016,4239004,269.5196808510638,378.40106382978723,Melbourne,18.1,1.8,50.0,100.0,65.0,Footscray,-37.7989,144.8924
424,FT1,22/07/2016,4254724,258.55744680851063,373.006914893617,Melbourne,18.3,7.8,59.0,76.0,73.0,Footscray,-37.7989,144.8924
425,FT1,23/07/2016,3414626,93.61968085106383,280.7563829787234,Melbourne,11.6,2.8,44.0,59.0,65.0,Footscray,-37.7989,144.8924
426,FT1,24/07/2016,2753413,58.945744680851064,242.82872340425533,Melbourne,11.4,0.8,48.0,76.0,64.0,Footscray,-37.7989,144.8924
427,FT1,25/07/2016,3877761,249.49308510638298,359.60744680851064,Melbourne,14.3,0.0,59.0,72.0,51.0,Footscray,-37.7989,144.8924
428,FT1,26/07/2016,4118432,275.67287234042556,372.37606382978726,Melbourne,11.0,4.8,46.0,68.0,60.0,Footscray,-37.7989,144.8924
429,FT1,27/07/2016,4189722,274.45531914893616,381.5872340425532,Melbourne,12.9,0.4,37.0,92.0,50.0,Footscray,-37.7989,144.8924
430,FT1,28/07/2016,4283967,274.5632978723404,386.1531914893617,Melbourne,15.2,0.0,37.0,73.0,52.0,Footscray,-37.7989,144.8924
431,FT1,29/07/2016,4322953,267.01382978723404,380.58351063829787,Melbourne,15.3,0.0,31.0,76.0,67.0,Footscray,-37.7989,144.8924
432,FT1,30/07/2016,3343033,97.26914893617021,265.47925531914893,Melbourne,13.8,2.4,59.0,85.0,74.0,Footscray,-37.7989,144.8924
433,FT1,31/07/2016,2808801,54.70585106382979,259.82340425531913,Melbourne,17.0,2.0,52.0,86.0,39.0,Footscray,-37.7989,144.8924
434,FT2,01/07/2016,4171690,219.75464480874317,378.48524590163936,Melbourne,14.1,6.4,28.0,89.0,61.0,Footscray 2,-37.7989,144.8924
435,FT2,02/07/2016,3590533,96.8415300546448,312.7382513661202,Melbourne,16.5,0.2,28.0,77.0,58.0,Footscray 2,-37.7989,144.8924
436,FT2,03/07/2016,3099792,57.96284153005465,291.49071038251367,Melbourne,16.7,0.0,41.0,76.0,57.0,Footscray 2,-37.7989,144.8924
437,FT2,04/07/2016,3747958,221.5639344262295,359.26120218579234,Melbourne,12.7,0.0,31.0,69.0,64.0,Footscray 2,-37.7989,144.8924
438,FT2,05/07/2016,3705217,219.13387978142077,349.58907103825135,Melbourne,12.8,0.6,28.0,87.0,91.0,Footscray 2,-37.7989,144.8924
439,FT2,06/07/2016,3888347,224.8344262295082,362.3486338797814,Melbourne,13.0,22.6,37.0,87.0,84.0,Footscray 2,-37.7989,144.8924
440,FT2,07/07/2016,3948325,220.3306010928962,367.1814207650273,Melbourne,13.7,3.8,31.0,97.0,80.0,Footscray 2,-37.7989,144.8924
441,FT2,08/07/2016,4086219,214.25027322404372,369.2743169398907,Melbourne,15.3,0.8,20.0,90.0,65.0,Footscray 2,-37.7989,144.8924
442,FT2,09/07/2016,3641325,97.99726775956285,316.62295081967216,Melbourne,15.2,0.2,13.0,100.0,60.0,Footscray 2,-37.7989,144.8924
443,FT2,10/07/2016,2990938,55.96448087431694,274.172131147541,Melbourne,14.2,0.0,59.0,97.0,80.0,Footscray 2,-37.7989,144.8924
444,FT2,11/07/2016,3819650,216.85027322404372,360.95792349726776,Melbourne,16.0,3.6,59.0,67.0,57.0,Footscray 2,-37.7989,144.8924
445,FT2,12/07/2016,3899903,242.6344262295082,367.4103825136612,Melbourne,13.7,0.0,63.0,58.0,51.0,Footscray 2,-37.7989,144.8924
446,FT2,13/07/2016,4004248,235.73661202185792,371.9622950819672,Melbourne,12.0,0.4,43.0,67.0,55.0,Footscray 2,-37.7989,144.8924
447,FT2,14/07/2016,4166498,242.96612021857925,387.99398907103824,Melbourne,14.0,1.0,43.0,68.0,52.0,Footscray 2,-37.7989,144.8924
448,FT2,15/07/2016,4311026,237.32677595628417,388.80218579234975,Melbourne,14.1,0.0,20.0,64.0,63.0,Footscray 2,-37.7989,144.8924
449,FT2,16/07/2016,3788390,97.96338797814208,321.80655737704916,Melbourne,13.7,0.0,17.0,70.0,57.0,Footscray 2,-37.7989,144.8924
450,FT2,17/07/2016,3264338,63.184699453551914,304.73224043715845,Melbourne,16.1,0.0,56.0,77.0,45.0,Footscray 2,-37.7989,144.8924
451,FT2,18/07/2016,3988269,245.74207650273223,373.06666666666666,Melbourne,17.7,0.0,52.0,75.0,68.0,Footscray 2,-37.7989,144.8924
452,FT2,19/07/2016,4065172,248.70109289617486,381.3606557377049,Melbourne,16.0,0.0,20.0,79.0,68.0,Footscray 2,-37.7989,144.8924
453,FT2,20/07/2016,4112157,245.86338797814207,380.62732240437157,Melbourne,16.1,1.8,17.0,97.0,76.0,Footscray 2,-37.7989,144.8924
454,FT2,21/07/2016,4222513,243.39071038251367,385.8497267759563,Melbourne,18.1,1.8,50.0,100.0,65.0,Footscray 2,-37.7989,144.8924
455,FT2,22/07/2016,4311331,235.38743169398907,385.4120218579235,Melbourne,18.3,7.8,59.0,76.0,73.0,Footscray 2,-37.7989,144.8924
456,FT2,23/07/2016,3783184,97.1327868852459,324.9743169398907,Melbourne,11.6,2.8,44.0,59.0,65.0,Footscray 2,-37.7989,144.8924
457,FT2,24/07/2016,3164146,63.930601092896175,292.21967213114755,Melbourne,11.4,0.8,48.0,76.0,64.0,Footscray 2,-37.7989,144.8924
458,FT2,25/07/2016,3927725,233.88360655737705,374.17868852459014,Melbourne,14.3,0.0,59.0,72.0,51.0,Footscray 2,-37.7989,144.8924
459,FT2,26/07/2016,4084874,250.69453551912568,380.9327868852459,Melbourne,11.0,4.8,46.0,68.0,60.0,Footscray 2,-37.7989,144.8924
460,FT2,27/07/2016,4121065,246.62295081967213,386.7945355191257,Melbourne,12.9,0.4,37.0,92.0,50.0,Footscray 2,-37.7989,144.8924
461,FT2,28/07/2016,4231431,248.11693989071037,385.9,Melbourne,15.2,0.0,37.0,73.0,52.0,Footscray 2,-37.7989,144.8924
462,FT2,29/07/2016,4291465,240.50710382513662,376.0497267759563,Melbourne,15.3,0.0,31.0,76.0,67.0,Footscray 2,-37.7989,144.8924
463,FT2,30/07/2016,3778248,99.61693989071038,320.12349726775955,Melbourne,13.8,2.4,59.0,85.0,74.0,Footscray 2,-37.7989,144.8924
464,FT2,31/07/2016,3245141,60.58907103825137,299.49234972677596,Melbourne,17.0,2.0,52.0,86.0,39.0,Footscray 2,-37.7989,144.8924
465,FT3,01/07/2016,3509556,198.67583382094793,359.72264482153304,Melbourne,14.1,6.4,28.0,89.0,61.0,Footscray 3,-37.7989,144.8924
466,FT3,02/07/2016,3077081,86.76067875950848,293.5517846693973,Melbourne,16.5,0.2,28.0,77.0,58.0,Footscray 3,-37.7989,144.8924
467,FT3,03/07/2016,2510506,47.92627267407841,258.48332358104153,Melbourne,16.7,0.0,41.0,76.0,57.0,Footscray 3,-37.7989,144.8924
468,FT3,04/07/2016,3160321,200.4528964306612,337.75775307197193,Melbourne,12.7,0.0,31.0,69.0,64.0,Footscray 3,-37.7989,144.8924
469,FT3,05/07/2016,3129768,198.35576360444705,330.029842012873,Melbourne,12.8,0.6,28.0,87.0,91.0,Footscray 3,-37.7989,144.8924
470,FT3,06/07/2016,3309808,205.34464599180808,343.0052662375658,Melbourne,13.0,22.6,37.0,87.0,84.0,Footscray 3,-37.7989,144.8924
471,FT3,07/07/2016,3318310,200.35459332943242,344.37682855471036,Melbourne,13.7,3.8,31.0,97.0,80.0,Footscray 3,-37.7989,144.8924
