,id,route,direction,segment,volume,vcr,vcr_cat,geometry
1374,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1368,South Coast to Sydney - Train,Southbound,Oatley to Como,18000,0.8,Medium,"MULTILINESTRING ((151.078973 -33.980811, 151.078942 -33.980991, 151.078907 -33.981174, 151.078865 -33.981355, 151.078792 -33.981602, 151.078703 -33.981848, 151.0786 -33.98209, 151.078486 -33.98233, 151.078365 -33.982565, 151.078206 -33.982831, 151.078025 -33.983088, 151.077836 -33.983343, 151.077652 -33.983599, 151.077488 -33.983863, 151.077224 -33.984338, 151.077103 -33.98458, 151.077001 -33.984825, 151.076926 -33.985074, 151.076893 -33.985244, 151.076871 -33.985416, 151.076856 -33.985611, 151.076844 -33.985937, 151.076863 -33.986443, 151.076854 -33.986963, 151.07684 -33.987159, 151.076815 -33.987355, 151.076777 -33.987547, 151.076693 -33.98782, 151.076579 -33.988088, 151.076444 -33.988352, 151.076295 -33.988612, 151.076141 -33.988867, 151.076005 -33.989079, 151.075861 -33.989288, 151.075709 -33.989493, 151.075391 -33.989895, 151.075234 -33.99008, 151.074734 -33.990619, 151.074572 -33.990802, 151.074261 -33.991175, 151.073808 -33.991743, 151.073625 -33.991984, 151.073273 -33.992474, 151.073088 -33.992714, 151.072888 -33.992943, 151.072568 -33.993258, 151.072347 -33.993464, 151.070591 -33.995046, 151.068849 -33.996615, 151.067611 -33.997964, 151.067486 -33.998088, 151.067365 -33.998217, 151.067252 -33.998352, 151.067144 -33.998491, 151.067043 -33.998636, 151.066949 -33.998785, 151.066861 -33.998938, 151.06678 -33.999095, 151.066707 -33.999255, 151.066642 -33.999419, 151.066584 -33.999585, 151.066533 -33.999754, 151.06649 -33.999925, 151.066456 -34.000098, 151.066429 -34.000272, 151.06641 -34.000448, 151.066399 -34.000624, 151.066396 -34.0008, 151.066401 -34.000976, 151.066415 -34.001152, 151.066436 -34.001327, 151.066465 -34.001501, 151.066502 -34.001673, 151.066548 -34.001844, 151.0666 -34.002012, 151.066661 -34.002178, 151.066729 -34.00234, 151.066804 -34.002499, 151.066887 -34.002655, 151.067228 -34.003211, 151.067428 -34.003528, 151.067773 -34.004061, 151.068098 -34.00458))"
1375,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1369,Doonside to Penrith - Train,Westbound,St Marys to Werrington,11000,0.6,Low,"MULTILINESTRING ((150.775268 -33.762101, 150.774848 -33.762028, 150.771369 -33.761448, 150.765725 -33.760501, 150.764507 -33.760297, 150.76342 -33.760114, 150.762043 -33.759883, 150.761597 -33.759808, 150.7611 -33.759726, 150.757414 -33.759117))"
1376,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1370,Doonside to Penrith - Train,Eastbound,Werrington to St Marys,3000,0.2,Low,"MULTILINESTRING ((150.757414 -33.759117, 150.7611 -33.759726, 150.761597 -33.759808, 150.762043 -33.759883, 150.76342 -33.760114, 150.764507 -33.760297, 150.765725 -33.760501, 150.771369 -33.761448, 150.774848 -33.762028, 150.775268 -33.762101))"
1377,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1371,Strathfield to Hornsby - Train,Northbound,Meadowbank to West Ryde,14000,0.5,Low,"MULTILINESTRING ((151.089931 -33.816326, 151.090002 -33.815915, 151.090038 -33.815674, 151.090067 -33.815433, 151.090094 -33.81519, 151.090114 -33.814948, 151.09013 -33.814705, 151.090149 -33.814292, 151.090153 -33.814085, 151.090152 -33.813878, 151.090145 -33.813672, 151.090129 -33.813428, 151.090105 -33.813185, 151.090074 -33.812942, 151.090036 -33.8127, 151.08999 -33.812459, 151.089801 -33.81091, 151.089752 -33.810402, 151.089729 -33.810153, 151.089713 -33.809904, 151.089705 -33.809655, 151.089705 -33.809406, 151.089713 -33.809156, 151.089729 -33.808907, 151.089772 -33.808681, 151.089821 -33.808455, 151.089878 -33.808232, 151.08994 -33.80801, 151.090319 -33.807082))"
1378,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1372,Strathfield to Hornsby - Train,Southbound,West Ryde to Meadowbank,7000,0.2,Low,"MULTILINESTRING ((151.090319 -33.807082, 151.08994 -33.80801, 151.089878 -33.808232, 151.089821 -33.808455, 151.089772 -33.808681, 151.089729 -33.808907, 151.089713 -33.809156, 151.089705 -33.809406, 151.089705 -33.809655, 151.089713 -33.809904, 151.089729 -33.810153, 151.089752 -33.810402, 151.089801 -33.81091, 151.08999 -33.812459, 151.090036 -33.8127, 151.090074 -33.812942, 151.090105 -33.813185, 151.090129 -33.813428, 151.090145 -33.813672, 151.090152 -33.813878, 151.090153 -33.814085, 151.090149 -33.814292, 151.09013 -33.814705, 151.090114 -33.814948, 151.090094 -33.81519, 151.090067 -33.815433, 151.090038 -33.815674, 151.090002 -33.815915, 151.089931 -33.816326))"
1379,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1373,Doonside to Penrith - Train,Westbound,Werrington to Kingswood,10000,0.6,Low,"MULTILINESTRING ((150.757414 -33.759117, 150.748696 -33.757668, 150.748286 -33.757611, 150.747873 -33.75757, 150.747424 -33.757547, 150.746699 -33.757554, 150.738932 -33.758139, 150.731427 -33.758711, 150.731196 -33.75873, 150.72686 -33.75908, 150.72654 -33.759109, 150.726217 -33.75913, 150.725895 -33.759143, 150.725572 -33.759149, 150.725249 -33.759147, 150.724917 -33.759136, 150.724585 -33.759115, 150.724253 -33.759087, 150.723922 -33.759053, 150.723592 -33.759012, 150.723245 -33.758961, 150.7229 -33.758901, 150.721285 -33.758587, 150.720304 -33.758349))"
1380,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1376,Glenfield to Wolli Creek,Westbound,Panania to East Hills,17000,0.8,Medium,"MULTILINESTRING ((150.99807 -33.954319, 150.996537 -33.954467, 150.99482 -33.954829, 150.993163 -33.955361, 150.991961 -33.95591, 150.990831 -33.956557, 150.990316 -33.956897, 150.989103 -33.957878, 150.987809 -33.959069, 150.986334 -33.960426, 150.985368 -33.961318, 150.985032 -33.961626))"
1381,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1377,Glenfield to Wolli Creek,Westbound,East Hills to Holsworthy,17000,0.8,Medium,"MULTILINESTRING ((150.985032 -33.961626, 150.984591 -33.961995, 150.984251 -33.962256, 150.983934 -33.962475, 150.983357 -33.962852, 150.983055 -33.963043, 150.982671 -33.963261, 150.982435 -33.963393, 150.982075 -33.96359, 150.981929 -33.963671, 150.981781 -33.96375, 150.981607 -33.963839, 150.981405 -33.963935, 150.981203 -33.964032, 150.98105 -33.964109, 150.980897 -33.964186, 150.98073 -33.964259, 150.980548 -33.96433, 150.980363 -33.964394, 150.980125 -33.964467, 150.979884 -33.964532, 150.979693 -33.964584, 150.979484 -33.964641, 150.979243 -33.964687, 150.978784 -33.964833, 150.978381 -33.964947, 150.977973 -33.965041, 150.977663 -33.9651, 150.977349 -33.96515, 150.977033 -33.965192, 150.976717 -33.965227, 150.976399 -33.965255, 150.976138 -33.965273, 150.975877 -33.965286, 150.975615 -33.965294, 150.975353 -33.965298, 150.975091 -33.965299, 150.974772 -33.965296, 150.974452 -33.965288, 150.974133 -33.965273, 150.973815 -33.965251, 150.973499 -33.965218, 150.973268 -33.965188, 150.973038 -33.965153, 150.970933 -33.964842, 150.968735 -33.964539, 150.968279 -33.964477, 150.965122 -33.964051, 150.961588 -33.963537, 150.961165 -33.963469, 150.96074 -33.963411, 150.960243 -33.963359, 150.959745 -33.963317, 150.959281 -33.963273, 150.95885 -33.963225, 150.958419 -33.96319, 150.957971 -33.963185, 150.956811 -33.963204))"
1382,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1378,Glenfield to Wolli Creek,Eastbound,Holsworthy to East Hills,4000,0.3,Low,"MULTILINESTRING ((150.956811 -33.963204, 150.957971 -33.963185, 150.958419 -33.96319, 150.95885 -33.963225, 150.959281 -33.963273, 150.959745 -33.963317, 150.960243 -33.963359, 150.96074 -33.963411, 150.961165 -33.963469, 150.961588 -33.963537, 150.965122 -33.964051, 150.968279 -33.964477, 150.968735 -33.964539, 150.970933 -33.964842, 150.973038 -33.965153, 150.973268 -33.965188, 150.973499 -33.965218, 150.973815 -33.965251, 150.974133 -33.965273, 150.974452 -33.965288, 150.974772 -33.965296, 150.975091 -33.965299, 150.975353 -33.965298, 150.975615 -33.965294, 150.975877 -33.965286, 150.976138 -33.965273, 150.976399 -33.965255, 150.976717 -33.965227, 150.977033 -33.965192, 150.977349 -33.96515, 150.977663 -33.9651, 150.977973 -33.965041, 150.978381 -33.964947, 150.978784 -33.964833, 150.979243 -33.964687, 150.979484 -33.964641, 150.979693 -33.964584, 150.979884 -33.964532, 150.980125 -33.964467, 150.980363 -33.964394, 150.980548 -33.96433, 150.98073 -33.964259, 150.980897 -33.964186, 150.98105 -33.964109, 150.981203 -33.964032, 150.981405 -33.963935, 150.981607 -33.963839, 150.981781 -33.96375, 150.981929 -33.963671, 150.982075 -33.96359, 150.982435 -33.963393, 150.982671 -33.963261, 150.983055 -33.963043, 150.983357 -33.962852, 150.983934 -33.962475, 150.984251 -33.962256, 150.984591 -33.961995, 150.985032 -33.961626))"
1383,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1379,Sydney to Central Coast - Train,Southbound,Lindfield to Roseville,4000,0.1,Low,"MULTILINESTRING ((151.169156 -33.775255, 151.169427 -33.775837, 151.169584 -33.776272, 151.16971 -33.77673, 151.169795 -33.777213, 151.169888 -33.77783, 151.169922 -33.778094, 151.16997 -33.778355, 151.170047 -33.778615, 151.170145 -33.778873, 151.170261 -33.779126, 151.170391 -33.779375, 151.170532 -33.779618, 151.170689 -33.779861, 151.170862 -33.780099, 151.171046 -33.780331, 151.171242 -33.780556, 151.171446 -33.780775, 151.171737 -33.781061, 151.172047 -33.781336, 151.172376 -33.781598, 151.172718 -33.781846, 151.173073 -33.782076, 151.175793 -33.783364, 151.1764 -33.783695, 151.176678 -33.783855, 151.176994 -33.784038, 151.177286 -33.784211, 151.177573 -33.78439))"
1384,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1380,Sydney to Central Coast - Train,Northbound,Roseville to Lindfield,15000,0.6,Medium,"MULTILINESTRING ((151.177573 -33.78439, 151.177286 -33.784211, 151.176994 -33.784038, 151.176678 -33.783855, 151.1764 -33.783695, 151.175793 -33.783364, 151.173073 -33.782076, 151.172718 -33.781846, 151.172376 -33.781598, 151.172047 -33.781336, 151.171737 -33.781061, 151.171446 -33.780775, 151.171242 -33.780556, 151.171046 -33.780331, 151.170862 -33.780099, 151.170689 -33.779861, 151.170532 -33.779618, 151.170391 -33.779375, 151.170261 -33.779126, 151.170145 -33.778873, 151.170047 -33.778615, 151.16997 -33.778355, 151.169922 -33.778094, 151.169888 -33.77783, 151.169795 -33.777213, 151.16971 -33.77673, 151.169584 -33.776272, 151.169427 -33.775837, 151.169156 -33.775255))"
1385,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1381,Central Coast to Sydney - Train,Southbound,Roseville to Chatswood,4000,0.1,Low,"MULTILINESTRING ((151.177573 -33.78439, 151.17785 -33.784577, 151.178114 -33.784775, 151.178371 -33.784995, 151.178616 -33.785226, 151.178849 -33.785466, 151.179073 -33.785713, 151.179288 -33.785963, 151.179498 -33.786215, 151.179702 -33.786473, 151.179895 -33.786736, 151.180073 -33.787005, 151.180228 -33.787281, 151.180386 -33.787623, 151.18052 -33.787976, 151.180627 -33.788338, 151.180705 -33.788702, 151.180756 -33.789066, 151.180967 -33.797279))"
1386,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1382,Central Coast to Sydney - Train,Northbound,Chatswood to Roseville,16000,0.7,Medium,"MULTILINESTRING ((151.180967 -33.797279, 151.180756 -33.789066, 151.180705 -33.788702, 151.180627 -33.788338, 151.18052 -33.787976, 151.180386 -33.787623, 151.180228 -33.787281, 151.180073 -33.787005, 151.179895 -33.786736, 151.179702 -33.786473, 151.179498 -33.786215, 151.179288 -33.785963, 151.179073 -33.785713, 151.178849 -33.785466, 151.178616 -33.785226, 151.178371 -33.784995, 151.178114 -33.784775, 151.17785 -33.784577, 151.177573 -33.78439))"
1387,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1383,Chatswood to Central - Train,Southbound,Chatswood to Artarmon,5000,0.1,Low,"MULTILINESTRING ((151.180967 -33.797279, 151.180994 -33.798345, 151.181088 -33.802185, 151.181109 -33.802418, 151.181136 -33.802651, 151.181169 -33.802884, 151.181253 -33.803347, 151.181316 -33.803632, 151.181388 -33.803917, 151.181469 -33.8042, 151.181563 -33.804481, 151.181668 -33.804757, 151.181804 -33.805064, 151.181956 -33.805368, 151.182123 -33.805667, 151.182303 -33.80596, 151.182496 -33.806246, 151.18269 -33.806509, 151.182897 -33.806767, 151.183116 -33.807018, 151.183344 -33.807263, 151.183581 -33.807502, 151.183847 -33.807752, 151.184125 -33.807996, 151.184413 -33.808231, 151.184711 -33.808458, 151.185215 -33.808803))"
1388,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1384,Chatswood to Central - Train,Northbound,Artarmon to Chatswood,17000,0.6,Low,"MULTILINESTRING ((151.185215 -33.808803, 151.184711 -33.808458, 151.184413 -33.808231, 151.184125 -33.807996, 151.183847 -33.807752, 151.183581 -33.807502, 151.183344 -33.807263, 151.183116 -33.807018, 151.182897 -33.806767, 151.18269 -33.806509, 151.182496 -33.806246, 151.182303 -33.80596, 151.182123 -33.805667, 151.181956 -33.805368, 151.181804 -33.805064, 151.181668 -33.804757, 151.181563 -33.804481, 151.181469 -33.8042, 151.181388 -33.803917, 151.181316 -33.803632, 151.181253 -33.803347, 151.181169 -33.802884, 151.181136 -33.802651, 151.181109 -33.802418, 151.181088 -33.802185, 151.180994 -33.798345, 151.180967 -33.797279))"
1389,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1385,Epping to Chatswood - Train,Westbound,Chatswood to North Ryde,17000,0.5,Low,"MULTILINESTRING ((151.180967 -33.797279, 151.181043 -33.788534, 151.179767 -33.786253, 151.179748 -33.785053, 151.179256 -33.783276, 151.178458 -33.781827, 151.177221 -33.780585, 151.175874 -33.779732, 151.174647 -33.779167, 151.173192 -33.778763, 151.17193 -33.778594, 151.170745 -33.778584, 151.169801 -33.778653, 151.168421 -33.778962, 151.16711 -33.779408, 151.166056 -33.780007, 151.164852 -33.780873, 151.163573 -33.782361, 151.163036 -33.783515, 151.162295 -33.785866, 151.161573 -33.787287, 151.160798 -33.788265, 151.159525 -33.789408, 151.156546 -33.791838, 151.154311 -33.793431, 151.151957 -33.794753, 151.149213 -33.795416, 151.147512 -33.795616, 151.145168 -33.795588, 151.142746 -33.795057, 151.138535 -33.794228))"
1390,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1386,Epping to Chatswood - Train,Eastbound,North Ryde to Chatswood,9000,0.3,Low,"MULTILINESTRING ((151.138535 -33.794228, 151.142746 -33.795057, 151.145168 -33.795588, 151.147512 -33.795616, 151.149213 -33.795416, 151.151957 -33.794753, 151.154311 -33.793431, 151.156546 -33.791838, 151.159525 -33.789408, 151.160798 -33.788265, 151.161573 -33.787287, 151.162295 -33.785866, 151.163036 -33.783515, 151.163573 -33.782361, 151.164852 -33.780873, 151.166056 -33.780007, 151.16711 -33.779408, 151.168421 -33.778962, 151.169801 -33.778653, 151.170745 -33.778584, 151.17193 -33.778594, 151.173192 -33.778763, 151.174647 -33.779167, 151.175874 -33.779732, 151.177221 -33.780585, 151.178458 -33.781827, 151.179256 -33.783276, 151.179748 -33.785053, 151.179767 -33.786253, 151.181043 -33.788534, 151.180967 -33.797279))"
1391,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1387,Chatswood to Central - Train,Southbound,Artarmon to St Leonards,5000,0.1,Low,"MULTILINESTRING ((151.185215 -33.808803, 151.185713 -33.809109, 151.186253 -33.809405, 151.18669 -33.809618, 151.187136 -33.809813, 151.189264 -33.810722, 151.18955 -33.810856, 151.189831 -33.811001, 151.190105 -33.811154, 151.190372 -33.811316, 151.19063 -33.811486, 151.190879 -33.811664, 151.191121 -33.811851, 151.191355 -33.812046, 151.19158 -33.812248, 151.192198 -33.81289, 151.192385 -33.813117, 151.192561 -33.81335, 151.192723 -33.813589, 151.192881 -33.813843, 151.193031 -33.814103, 151.193166 -33.81437, 151.193275 -33.814641, 151.193379 -33.81507, 151.193401 -33.81542, 151.193421 -33.816131, 151.193413 -33.816876, 151.193414 -33.817248, 151.193457 -33.817954, 151.193494 -33.818288, 151.193536 -33.818621, 151.193584 -33.818954, 151.193635 -33.819286, 151.193695 -33.819638, 151.193761 -33.819989, 151.193831 -33.820339, 151.193971 -33.82104, 151.194228 -33.822345))"
1392,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1403,Strathfield to Parramatta - Train,Eastbound,Harris Park to Granville,13000,0.3,Low,"MULTILINESTRING ((151.007346 -33.826805, 151.007398 -33.827005, 151.007455 -33.827205, 151.007586 -33.827641, 151.007663 -33.827878, 151.007746 -33.828114, 151.007834 -33.828347, 151.007929 -33.828579, 151.008154 -33.829075, 151.008277 -33.829319, 151.008408 -33.82956, 151.00855 -33.829797, 151.008686 -33.830007, 151.008828 -33.830214, 151.008979 -33.830418, 151.009137 -33.830617, 151.009304 -33.83081, 151.009466 -33.83098, 151.009992 -33.831466))"
1393,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1388,Chatswood to Central - Train,Northbound,St Leonards to Artarmon,19000,0.6,Low,"MULTILINESTRING ((151.194228 -33.822345, 151.193971 -33.82104, 151.193831 -33.820339, 151.193761 -33.819989, 151.193695 -33.819638, 151.193635 -33.819286, 151.193584 -33.818954, 151.193536 -33.818621, 151.193494 -33.818288, 151.193457 -33.817954, 151.193414 -33.817248, 151.193413 -33.816876, 151.193421 -33.816131, 151.193401 -33.81542, 151.193379 -33.81507, 151.193275 -33.814641, 151.193166 -33.81437, 151.193031 -33.814103, 151.192881 -33.813843, 151.192723 -33.813589, 151.192561 -33.81335, 151.192385 -33.813117, 151.192198 -33.81289, 151.19158 -33.812248, 151.191355 -33.812046, 151.191121 -33.811851, 151.190879 -33.811664, 151.19063 -33.811486, 151.190372 -33.811316, 151.190105 -33.811154, 151.189831 -33.811001, 151.18955 -33.810856, 151.189264 -33.810722, 151.187136 -33.809813, 151.18669 -33.809618, 151.186253 -33.809405, 151.185713 -33.809109, 151.185215 -33.808803))"
1394,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1389,Penrith to Doonside - Train,Westbound,Kingswood to Penrith,8000,0.6,Low,"MULTILINESTRING ((150.720304 -33.758349, 150.712499 -33.75646, 150.711778 -33.756268, 150.711557 -33.7562, 150.711337 -33.75613, 150.711118 -33.756055, 150.710868 -33.755969, 150.710621 -33.755879, 150.710374 -33.755784, 150.710129 -33.755686, 150.709645 -33.755485, 150.709406 -33.755381, 150.709168 -33.755275, 150.708932 -33.755164, 150.7087 -33.755046, 150.70848 -33.754934, 150.708264 -33.754815, 150.70805 -33.754694, 150.707836 -33.754569, 150.707623 -33.754444, 150.707335 -33.754268, 150.706766 -33.753902, 150.70648 -33.753721, 150.70619 -33.753548, 150.705685 -33.753269, 150.70543 -33.753135, 150.705172 -33.753004, 150.704912 -33.752879, 150.704613 -33.752735, 150.704309 -33.752598, 150.704003 -33.752466, 150.703697 -33.752335, 150.702767 -33.751937, 150.702455 -33.751804, 150.70214 -33.751676, 150.701823 -33.751555, 150.701548 -33.751458, 150.701271 -33.751366, 150.700714 -33.751192, 150.70018 -33.751032, 150.69967 -33.750887, 150.699158 -33.750749, 150.698577 -33.750599, 150.697994 -33.750458, 150.697599 -33.750368, 150.697186 -33.750279, 150.696537 -33.750147, 150.695835 -33.750002))"
1395,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1390,Penrith to Doonside - Train,Eastbound,Penrith to Kingswood,2000,0.2,Low,"MULTILINESTRING ((150.695835 -33.750002, 150.696537 -33.750147, 150.697186 -33.750279, 150.697599 -33.750368, 150.697994 -33.750458, 150.698577 -33.750599, 150.699158 -33.750749, 150.69967 -33.750887, 150.70018 -33.751032, 150.700714 -33.751192, 150.701271 -33.751366, 150.701548 -33.751458, 150.701823 -33.751555, 150.70214 -33.751676, 150.702455 -33.751804, 150.702767 -33.751937, 150.703697 -33.752335, 150.704003 -33.752466, 150.704309 -33.752598, 150.704613 -33.752735, 150.704912 -33.752879, 150.705172 -33.753004, 150.70543 -33.753135, 150.705685 -33.753269, 150.70619 -33.753548, 150.70648 -33.753721, 150.706766 -33.753902, 150.707335 -33.754268, 150.707623 -33.754444, 150.707836 -33.754569, 150.70805 -33.754694, 150.708264 -33.754815, 150.70848 -33.754934, 150.7087 -33.755046, 150.708932 -33.755164, 150.709168 -33.755275, 150.709406 -33.755381, 150.709645 -33.755485, 150.710129 -33.755686, 150.710374 -33.755784, 150.710621 -33.755879, 150.710868 -33.755969, 150.711118 -33.756055, 150.711337 -33.75613, 150.711557 -33.7562, 150.711778 -33.756268, 150.712499 -33.75646, 150.720304 -33.758349))"
1396,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1391,Hornsby to Strathfield - Train,Northbound,Beecroft to Pennant Hills,8000,0.5,Low,"MULTILINESTRING ((151.066045 -33.750237, 151.066195 -33.749935, 151.066323 -33.74964, 151.06653 -33.749194, 151.066754 -33.748703, 151.066835 -33.748267, 151.066819 -33.748066, 151.066799 -33.747916, 151.06677 -33.747768, 151.066603 -33.747233, 151.066469 -33.746953, 151.066338 -33.746726, 151.066219 -33.746551, 151.066075 -33.746393, 151.065912 -33.746185, 151.065794 -33.746013, 151.065688 -33.745834, 151.065575 -33.745605, 151.065499 -33.745416, 151.065422 -33.745176, 151.065376 -33.744981, 151.065346 -33.744776, 151.065339 -33.74462, 151.065347 -33.744424, 151.065387 -33.744191, 151.065443 -33.744001, 151.065536 -33.743779, 151.065659 -33.743568, 151.06573 -33.743466, 151.065854 -33.74329, 151.065981 -33.743101, 151.066124 -33.742919, 151.066287 -33.742749, 151.066428 -33.742621, 151.066583 -33.742506, 151.06674 -33.742392, 151.066997 -33.742243, 151.067271 -33.742134, 151.067476 -33.742062, 151.06768 -33.742001, 151.067881 -33.741934, 151.068081 -33.741861, 151.068338 -33.741756, 151.068652 -33.741608, 151.068895 -33.741479, 151.069113 -33.741343, 151.069274 -33.741206, 151.069486 -33.741044, 151.069618 -33.740951, 151.072231 -33.738152))"
1397,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1392,Hornsby to Strathfield - Train,Southbound,Pennant Hills to Beecroft,3000,0.2,Low,"MULTILINESTRING ((151.072231 -33.738152, 151.069618 -33.740951, 151.069486 -33.741044, 151.069274 -33.741206, 151.069113 -33.741343, 151.068895 -33.741479, 151.068652 -33.741608, 151.068338 -33.741756, 151.068081 -33.741861, 151.067881 -33.741934, 151.06768 -33.742001, 151.067476 -33.742062, 151.067271 -33.742134, 151.066997 -33.742243, 151.06674 -33.742392, 151.066583 -33.742506, 151.066428 -33.742621, 151.066287 -33.742749, 151.066124 -33.742919, 151.065981 -33.743101, 151.065854 -33.74329, 151.06573 -33.743466, 151.065659 -33.743568, 151.065536 -33.743779, 151.065443 -33.744001, 151.065387 -33.744191, 151.065347 -33.744424, 151.065339 -33.74462, 151.065346 -33.744776, 151.065376 -33.744981, 151.065422 -33.745176, 151.065499 -33.745416, 151.065575 -33.745605, 151.065688 -33.745834, 151.065794 -33.746013, 151.065912 -33.746185, 151.066075 -33.746393, 151.066219 -33.746551, 151.066338 -33.746726, 151.066469 -33.746953, 151.066603 -33.747233, 151.06677 -33.747768, 151.066799 -33.747916, 151.066819 -33.748066, 151.066835 -33.748267, 151.066754 -33.748703, 151.06653 -33.749194, 151.066323 -33.74964, 151.066195 -33.749935, 151.066045 -33.750237))"
1398,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1393,Hornsby to Strathfield - Train,Northbound,Pennant Hills to Thornleigh,7000,0.5,Low,"MULTILINESTRING ((151.072231 -33.738152, 151.078235 -33.731781))"
1399,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1394,Hornsby to Strathfield - Train,Southbound,Thornleigh to Pennant Hills,3000,0.2,Low,"MULTILINESTRING ((151.078235 -33.731781, 151.072231 -33.738152))"
1400,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1395,Strathfield to Hornsby - Train,Southbound,Hornsby to Waitara,4000,0.2,Low,"MULTILINESTRING ((151.098408 -33.70257, 151.098353 -33.702762, 151.098056 -33.703857))"
1401,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1396,Strathfield to Hornsby - Train,Northbound,Wahroonga to Hornsby,12000,0.5,Low,"MULTILINESTRING ((151.098056 -33.703857, 151.098353 -33.702762, 151.098408 -33.70257))"
1402,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1397,Glenfield to Parramatta  - Train,Northbound,Merrylands to Harris Park,3000,0.5,Low,"MULTILINESTRING ((151.005334 -33.829464, 151.005731 -33.829424, 151.005965 -33.829351, 151.006187 -33.829248, 151.006395 -33.829119, 151.006584 -33.828964, 151.006753 -33.828787, 151.006899 -33.82859, 151.007019 -33.828377, 151.007141 -33.828077, 151.007235 -33.827767, 151.007301 -33.82745, 151.007338 -33.827129, 151.007346 -33.826805))"
1403,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1398,Glenfield to Parramatta  - Train,Southbound,Harris Park to Merrylands,5000,0.8,Medium,"MULTILINESTRING ((151.007346 -33.826805, 151.007338 -33.827129, 151.007301 -33.82745, 151.007235 -33.827767, 151.007141 -33.828077, 151.007019 -33.828377, 151.006899 -33.82859, 151.006753 -33.828787, 151.006584 -33.828964, 151.006395 -33.829119, 151.006187 -33.829248, 151.005965 -33.829351, 151.005731 -33.829424, 151.005334 -33.829464))"
1404,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1399,,,Merrylands to Granville,5000,0.4,Low,"MULTILINESTRING ((151.005334 -33.829464, 151.006065 -33.829621, 151.006788 -33.829825, 151.007377 -33.830031, 151.007951 -33.830267, 151.008427 -33.830494, 151.008893 -33.830745, 151.009992 -33.831466))"
1405,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1400,,,Granville to Merrylands,14000,0.7,Medium,"MULTILINESTRING ((151.009992 -33.831466, 151.008893 -33.830745, 151.008427 -33.830494, 151.007951 -33.830267, 151.007377 -33.830031, 151.006788 -33.829825, 151.006065 -33.829621, 151.005334 -33.829464))"
1406,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1401,Parramatta to Glenfield - Train,Southbound,Harris Park to Merrylands,18000,0.8,Medium,"MULTILINESTRING ((151.005334 -33.829464, 151.004758 -33.829377, 151.003974 -33.829335, 151.003626 -33.829341, 151.003278 -33.829361, 151.002934 -33.829397, 151.002597 -33.829452, 151.002321 -33.829511, 151.002046 -33.829582, 151.001776 -33.829664, 151.001512 -33.829757, 151.001255 -33.82986, 151.000948 -33.83006, 151.000632 -33.830287, 151.000472 -33.830405, 151.000226 -33.830587, 150.999723 -33.830967, 150.999511 -33.831126, 150.998282 -33.832031, 150.994893 -33.834786, 150.993591 -33.835846, 150.993202 -33.836137, 150.992563 -33.836612))"
