,id,route,direction,segment,volume,vcr,vcr_cat,geometry
634,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.634,,,,13000,0.5,Low,"MULTILINESTRING ((145.209269 -37.989993, 145.212078 -37.991254, 145.213034 -37.991812, 145.213654 -37.992384, 145.214799 -37.993986, 145.216291 -37.996303, 145.217096 -37.997226, 145.218056 -37.997896, 145.218714 -37.998458, 145.222168 -38.00025))"
635,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.635,,,,5000,0.4,Low,"MULTILINESTRING ((145.222168 -38.00025, 145.223264 -38.00139, 145.228577 -38.012695, 145.234401 -38.025269, 145.23959 -38.03659, 145.24547 -38.049282, 145.247784 -38.054112))"
636,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.636,,,,1000,0.1,Low,"MULTILINESTRING ((145.247784 -38.054112, 145.24547 -38.049282, 145.23959 -38.03659, 145.234401 -38.025269, 145.228577 -38.012695, 145.223264 -38.00139, 145.222168 -38.00025))"
637,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.637,,,,10000,0.4,Low,"MULTILINESTRING ((145.007127 -37.716661, 145.007974 -37.715101, 145.008398 -37.714139, 145.009014 -37.710435, 145.009358 -37.708599))"
638,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.638,,,,2000,0.2,Low,"MULTILINESTRING ((145.009358 -37.708599, 145.009014 -37.710435, 145.008398 -37.714139, 145.007974 -37.715101, 145.007127 -37.716661))"
639,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.639,,,,11000,0.4,Low,"MULTILINESTRING ((145.007911 -37.779209, 145.011714 -37.779175, 145.013841 -37.779226, 145.017021 -37.779202))"
640,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.640,,,,4000,0.2,Low,"MULTILINESTRING ((145.017021 -37.779202, 145.013841 -37.779226, 145.011714 -37.779175, 145.007911 -37.779209))"
641,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.641,,,,2000,0.1,Low,"MULTILINESTRING ((144.701505 -37.883055, 144.702218 -37.882763, 144.712055 -37.878743, 144.714715 -37.877974, 144.719265 -37.876691, 144.724248 -37.875581, 144.728905 -37.874555, 144.734857 -37.873229, 144.736814 -37.872759, 144.742231 -37.87122, 144.747277 -37.869821))"
642,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.752,,,,1000,0.1,Low,"MULTILINESTRING ((115.935614 -32.060241, 115.941316 -32.055435, 115.952106 -32.047153))"
643,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.642,,,,8000,0.3,Low,"MULTILINESTRING ((144.747277 -37.869821, 144.742231 -37.87122, 144.736814 -37.872759, 144.734857 -37.873229, 144.728905 -37.874555, 144.724248 -37.875581, 144.719265 -37.876691, 144.714715 -37.877974, 144.712055 -37.878743, 144.702218 -37.882763, 144.701505 -37.883055))"
644,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.643,,,,7000,0.2,Low,"MULTILINESTRING ((144.935403 -37.638232, 144.93695 -37.63068, 144.939174 -37.620226))"
645,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.644,,,,1000,0.0,Low,"MULTILINESTRING ((144.939174 -37.620226, 144.93695 -37.63068, 144.935403 -37.638232))"
646,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.645,,,,15000,0.5,Low,"MULTILINESTRING ((145.176547 -37.820377, 145.192969 -37.817897))"
647,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.646,,,,3000,0.1,Low,"MULTILINESTRING ((145.192969 -37.817897, 145.176547 -37.820377))"
648,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.647,,,,15000,0.4,Low,"MULTILINESTRING ((145.176613 -37.966965, 145.178595 -37.968496, 145.185662 -37.973672, 145.191575 -37.977956))"
649,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.648,,,,4000,0.1,Low,"MULTILINESTRING ((145.191575 -37.977956, 145.185662 -37.973672, 145.178595 -37.968496, 145.176613 -37.966965))"
650,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.649,,,,9000,0.4,Low,"MULTILINESTRING ((145.009358 -37.708599, 145.009718 -37.706863, 145.010238 -37.703819, 145.010678 -37.701243, 145.011178 -37.698767, 145.011582 -37.697643, 145.012067 -37.694743, 145.012134 -37.694311))"
651,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.650,,,,2000,0.2,Low,"MULTILINESTRING ((145.012134 -37.694311, 145.012067 -37.694743, 145.011582 -37.697643, 145.011178 -37.698767, 145.010678 -37.701243, 145.010238 -37.703819, 145.009718 -37.706863, 145.009358 -37.708599))"
652,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.651,,,,1000,0.0,Low,"MULTILINESTRING ((144.728138 -37.579145, 144.720637 -37.589966))"
653,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.652,,,,4000,0.2,Low,"MULTILINESTRING ((144.720637 -37.589966, 144.728138 -37.579145))"
654,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.653,,,,4000,0.2,Low,"MULTILINESTRING ((144.72005 -37.627774, 144.71588 -37.613447, 144.715566 -37.609886, 144.716089 -37.606738, 144.716674 -37.603538))"
655,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.654,,,,1000,0.0,Low,"MULTILINESTRING ((144.716674 -37.603538, 144.716089 -37.606738, 144.715566 -37.609886, 144.71588 -37.613447, 144.72005 -37.627774))"
656,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.655,,,,5000,0.3,Low,"MULTILINESTRING ((144.770427 -37.69625, 144.761143 -37.684624))"
657,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.656,,,,1000,0.0,Low,"MULTILINESTRING ((144.761143 -37.684624, 144.770427 -37.69625))"
658,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.657,,,,1000,0.0,Low,"MULTILINESTRING ((144.72005 -37.627774, 144.72205 -37.634278, 144.722867 -37.636177, 144.743854 -37.662736))"
659,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.658,,,,5000,0.3,Low,"MULTILINESTRING ((144.743854 -37.662736, 144.722867 -37.636177, 144.72205 -37.634278, 144.72005 -37.627774))"
660,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.659,,,,8000,0.4,Low,"MULTILINESTRING ((145.012134 -37.694311, 145.012316 -37.693133, 145.012144 -37.692447, 145.01293 -37.688285, 145.013709 -37.684183, 145.014574 -37.680383))"
661,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.660,,,,2000,0.2,Low,"MULTILINESTRING ((145.014574 -37.680383, 145.013709 -37.684183, 145.01293 -37.688285, 145.012144 -37.692447, 145.012316 -37.693133, 145.012134 -37.694311))"
662,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.661,,,,3000,0.1,Low,"MULTILINESTRING ((145.232103 -37.81468, 145.22897 -37.81589))"
663,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.662,,,,12000,0.4,Low,"MULTILINESTRING ((145.22897 -37.81589, 145.232103 -37.81468))"
664,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.663,,,,6000,0.4,Low,"MULTILINESTRING ((145.232103 -37.81468, 145.233073 -37.814554, 145.233723 -37.814458, 145.234431 -37.814498, 145.235117 -37.814602, 145.235767 -37.814752, 145.236439 -37.815054, 145.236961 -37.815424, 145.237379 -37.815716, 145.237743 -37.816057, 145.238155 -37.816712, 145.238631 -37.817572, 145.240441 -37.820676, 145.243225 -37.825974, 145.244898 -37.829179))"
665,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.664,,,,2000,0.1,Low,"MULTILINESTRING ((145.244898 -37.829179, 145.243225 -37.825974, 145.240441 -37.820676, 145.238631 -37.817572, 145.238155 -37.816712, 145.237743 -37.816057, 145.237379 -37.815716, 145.236961 -37.815424, 145.236439 -37.815054, 145.235767 -37.814752, 145.235117 -37.814602, 145.234431 -37.814498, 145.233723 -37.814458, 145.233073 -37.814554, 145.232103 -37.81468))"
666,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.665,,,,7000,0.5,Low,"MULTILINESTRING ((145.232103 -37.81468, 145.233635 -37.81418, 145.234679 -37.814046, 145.235651 -37.814038, 145.236907 -37.814168, 145.239679 -37.814462, 145.241233 -37.814376, 145.242463 -37.814234, 145.243413 -37.813998, 145.24984 -37.812154))"
667,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.666,,,,2000,0.2,Low,"MULTILINESTRING ((145.24984 -37.812154, 145.243413 -37.813998, 145.242463 -37.814234, 145.241233 -37.814376, 145.239679 -37.814462, 145.236907 -37.814168, 145.235651 -37.814038, 145.234679 -37.814046, 145.233635 -37.81418, 145.232103 -37.81468))"
668,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.667,,,,41000,0.6,Low,"MULTILINESTRING ((145.013981 -37.850862, 145.016065 -37.853064, 145.019458 -37.856456))"
669,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.668,,,,11000,0.2,Low,"MULTILINESTRING ((145.019458 -37.856456, 145.016065 -37.853064, 145.013981 -37.850862))"
670,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.669,,,,1000,0.0,Low,"MULTILINESTRING ((145.181642 -37.663809, 145.182195 -37.660189, 145.182895 -37.659136, 145.184051 -37.658408, 145.184855 -37.657952, 145.185487 -37.65682, 145.186647 -37.655864, 145.187163 -37.65518, 145.187339 -37.654044, 145.188083 -37.651084, 145.188547 -37.649904, 145.188955 -37.64772, 145.188607 -37.646444, 145.188667 -37.645944, 145.189299 -37.644216, 145.189815 -37.64358, 145.190043 -37.642896, 145.190103 -37.641532, 145.190679 -37.640396, 145.192996 -37.638315))"
671,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.670,,,,1000,0.0,Low,"MULTILINESTRING ((145.192996 -37.638315, 145.190679 -37.640396, 145.190103 -37.641532, 145.190043 -37.642896, 145.189815 -37.64358, 145.189299 -37.644216, 145.188667 -37.645944, 145.188607 -37.646444, 145.188955 -37.64772, 145.188547 -37.649904, 145.188083 -37.651084, 145.187339 -37.654044, 145.187163 -37.65518, 145.186647 -37.655864, 145.185487 -37.65682, 145.184855 -37.657952, 145.184051 -37.658408, 145.182895 -37.659136, 145.182195 -37.660189, 145.181642 -37.663809))"
672,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.671,,,,3000,0.1,Low,"MULTILINESTRING ((144.760648 -37.866774, 144.767125 -37.865128, 144.770973 -37.864144, 144.772639 -37.863728))"
673,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.672,,,,12000,0.5,Low,"MULTILINESTRING ((144.772639 -37.863728, 144.770973 -37.864144, 144.767125 -37.865128, 144.760648 -37.866774))"
674,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.673,,,,11000,0.4,Low,"MULTILINESTRING ((144.760648 -37.866774, 144.750248 -37.868998, 144.747277 -37.869821))"
675,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.674,,,,2000,0.1,Low,"MULTILINESTRING ((144.747277 -37.869821, 144.750248 -37.868998, 144.760648 -37.866774))"
676,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.675,,,,7000,0.3,Low,"MULTILINESTRING ((145.014574 -37.680383, 145.014958 -37.676547, 145.015504 -37.673235, 145.015954 -37.670576, 145.016446 -37.668081, 145.017125 -37.665801))"
677,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.676,,,,2000,0.1,Low,"MULTILINESTRING ((145.017125 -37.665801, 145.016446 -37.668081, 145.015954 -37.670576, 145.015504 -37.673235, 145.014958 -37.676547, 145.014574 -37.680383))"
678,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.677,,,,3000,0.2,Low,"MULTILINESTRING ((144.772639 -37.863728, 144.782269 -37.861321))"
679,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.678,,,,13000,0.5,Low,"MULTILINESTRING ((144.782269 -37.861321, 144.772639 -37.863728))"
680,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.679,,,,10000,0.4,Low,"MULTILINESTRING ((145.017021 -37.779202, 145.022458 -37.779158, 145.025811 -37.779158, 145.027659 -37.779124, 145.02927 -37.778988, 145.03017 -37.778756, 145.031528 -37.778383))"
681,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.680,,,,3000,0.2,Low,"MULTILINESTRING ((145.031528 -37.778383, 145.03017 -37.778756, 145.02927 -37.778988, 145.027659 -37.779124, 145.025811 -37.779158, 145.022458 -37.779158, 145.017021 -37.779202))"
682,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.681,,,,1000,0.0,Low,"MULTILINESTRING ((144.782269 -37.861321, 144.813452 -37.865171))"
683,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.682,,,,1000,0.1,Low,"MULTILINESTRING ((144.813452 -37.865171, 144.782269 -37.861321))"
684,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.683,,,,3000,0.2,Low,"MULTILINESTRING ((144.782269 -37.861321, 144.798558 -37.85724, 144.80946 -37.854514, 144.814724 -37.853134, 144.822311 -37.85122, 144.830889 -37.848984, 144.834181 -37.84799, 144.835626 -37.847621, 144.837711 -37.847187, 144.840566 -37.846667, 144.843141 -37.846498, 144.844263 -37.846544))"
685,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.753,,,,1000,0.0,Low,"MULTILINESTRING ((115.84953 -32.097971, 115.849836 -32.096175, 115.850806 -32.094738, 115.852323 -32.093897, 115.854215 -32.092841, 115.885029 -32.078923, 115.889733 -32.076834, 115.892726 -32.076021, 115.895765 -32.075454))"
686,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.684,,,,13000,0.5,Low,"MULTILINESTRING ((144.844263 -37.846544, 144.843141 -37.846498, 144.840566 -37.846667, 144.837711 -37.847187, 144.835626 -37.847621, 144.834181 -37.84799, 144.830889 -37.848984, 144.822311 -37.85122, 144.814724 -37.853134, 144.80946 -37.854514, 144.798558 -37.85724, 144.782269 -37.861321))"
687,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.685,,,,15000,0.5,Low,"MULTILINESTRING ((145.191575 -37.977956, 145.198828 -37.983156, 145.206034 -37.98809, 145.209269 -37.989993))"
688,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.686,,,,4000,0.1,Low,"MULTILINESTRING ((145.209269 -37.989993, 145.206034 -37.98809, 145.198828 -37.983156, 145.191575 -37.977956))"
689,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.687,,,,14000,0.5,Low,"MULTILINESTRING ((145.192969 -37.817897, 145.19496 -37.817772, 145.198833 -37.817929, 145.212555 -37.818818))"
690,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.688,,,,3000,0.1,Low,"MULTILINESTRING ((145.212555 -37.818818, 145.198833 -37.817929, 145.19496 -37.817772, 145.192969 -37.817897))"
691,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.689,,,,41000,0.6,Low,"MULTILINESTRING ((145.019458 -37.856456, 145.020794 -37.857953, 145.022518 -37.859768, 145.028403 -37.865532))"
692,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.690,,,,11000,0.2,Low,"MULTILINESTRING ((145.028403 -37.865532, 145.022518 -37.859768, 145.020794 -37.857953, 145.019458 -37.856456))"
693,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.691,,,,17000,0.5,Low,"MULTILINESTRING ((144.966156 -37.813568, 144.96749 -37.816375))"
694,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.692,,,,18000,0.5,Low,"MULTILINESTRING ((144.96749 -37.816375, 144.966156 -37.813568))"
695,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.693,,,,22000,0.6,Medium,"MULTILINESTRING ((144.96749 -37.816375, 144.96974 -37.820998))"
696,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.694,,,,12000,0.4,Low,"MULTILINESTRING ((144.96974 -37.820998, 144.96749 -37.816375))"
697,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.695,,,,24000,0.7,Medium,"MULTILINESTRING ((144.974644 -37.833778, 144.976336 -37.83595, 144.976928 -37.83648, 144.977536 -37.836913, 144.978225 -37.837284, 144.979033 -37.837504, 144.979882 -37.837678, 144.98485 -37.838237, 144.985372 -37.838326, 144.986994 -37.838714, 144.987454 -37.838843, 144.988607 -37.839252, 144.989731 -37.839709, 144.990999 -37.840243))"
698,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.696,,,,7000,0.2,Low,"MULTILINESTRING ((144.990999 -37.840243, 144.989731 -37.839709, 144.988607 -37.839252, 144.987454 -37.838843, 144.986994 -37.838714, 144.985372 -37.838326, 144.98485 -37.838237, 144.979882 -37.837678, 144.979033 -37.837504, 144.978225 -37.837284, 144.977536 -37.836913, 144.976928 -37.83648, 144.976336 -37.83595, 144.974644 -37.833778))"
699,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.697,,,,6000,0.4,Low,"MULTILINESTRING ((145.022706 -37.834868, 145.024647 -37.836207, 145.025724 -37.837652, 145.02712 -37.838519, 145.028633 -37.838805, 145.031857 -37.839563, 145.032987 -37.839923))"
700,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.698,,,,3000,0.2,Low,"MULTILINESTRING ((145.032987 -37.839923, 145.031857 -37.839563, 145.028633 -37.838805, 145.02712 -37.838519, 145.025724 -37.837652, 145.024647 -37.836207, 145.022706 -37.834868))"
701,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.699,,,,2000,0.1,Low,"MULTILINESTRING ((144.799781 -37.744655, 144.801223 -37.74674, 144.809649 -37.757656))"
702,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.700,,,,12000,0.4,Low,"MULTILINESTRING ((144.809649 -37.757656, 144.801223 -37.74674, 144.799781 -37.744655))"
703,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.701,,,,10000,0.3,Low,"MULTILINESTRING ((144.799781 -37.744655, 144.798334 -37.74222, 144.797392 -37.740466, 144.793627 -37.728669))"
704,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.702,,,,2000,0.1,Low,"MULTILINESTRING ((144.793627 -37.728669, 144.797392 -37.740466, 144.798334 -37.74222, 144.799781 -37.744655))"
705,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.703,,,,25000,0.6,Low,"MULTILINESTRING ((145.023604 -37.821723, 145.02503 -37.821085, 145.025764 -37.820847, 145.026394 -37.820799, 145.027704 -37.820837, 145.031072 -37.821287, 145.03253 -37.821425, 145.034026 -37.821517, 145.036045 -37.821553))"
706,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.704,,,,8000,0.2,Low,"MULTILINESTRING ((145.036045 -37.821553, 145.034026 -37.821517, 145.03253 -37.821425, 145.031072 -37.821287, 145.027704 -37.820837, 145.026394 -37.820799, 145.025764 -37.820847, 145.02503 -37.821085, 145.023604 -37.821723))"
707,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.705,,,,3000,0.1,Low,"MULTILINESTRING ((144.809649 -37.757656, 144.812258 -37.761255, 144.823881 -37.776686))"
708,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.706,,,,13000,0.4,Low,"MULTILINESTRING ((144.823881 -37.776686, 144.812258 -37.761255, 144.809649 -37.757656))"
709,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.707,,,,13000,0.4,Low,"MULTILINESTRING ((145.212555 -37.818818, 145.213561 -37.818834, 145.220836 -37.818582, 145.222613 -37.81837, 145.224077 -37.81802, 145.22514 -37.817559, 145.22897 -37.81589))"
710,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.708,,,,3000,0.1,Low,"MULTILINESTRING ((145.22897 -37.81589, 145.22514 -37.817559, 145.224077 -37.81802, 145.222613 -37.81837, 145.220836 -37.818582, 145.213561 -37.818834, 145.212555 -37.818818))"
711,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.709,,,,1000,0.1,Low,"MULTILINESTRING ((144.813452 -37.865171, 144.816196 -37.865473, 144.81836 -37.865882, 144.82499 -37.866647, 144.829996 -37.867168))"
712,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.710,,,,1000,0.1,Low,"MULTILINESTRING ((144.829996 -37.867168, 144.82499 -37.866647, 144.81836 -37.865882, 144.816196 -37.865473, 144.813452 -37.865171))"
713,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.711,,,,16000,0.4,Low,"MULTILINESTRING ((144.831398 -37.786799, 144.8267 -37.780511, 144.823881 -37.776686))"
714,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.712,,,,8000,0.3,Low,"MULTILINESTRING ((144.823881 -37.776686, 144.8267 -37.780511, 144.831398 -37.786799))"
715,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.713,,,,3000,0.1,Low,"MULTILINESTRING ((144.831398 -37.786799, 144.8317 -37.78713, 144.832679 -37.788259))"
716,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.714,,,,14000,0.4,Low,"MULTILINESTRING ((144.832679 -37.788259, 144.8317 -37.78713, 144.831398 -37.786799))"
717,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.715,,,,14000,0.6,Medium,"MULTILINESTRING ((144.995939 -37.786758, 144.995953 -37.786385, 144.995641 -37.785562, 144.994784 -37.784687, 144.994084 -37.784229, 144.991583 -37.782842))"
718,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.716,,,,4000,0.3,Low,"MULTILINESTRING ((144.991583 -37.782842, 144.994084 -37.784229, 144.994784 -37.784687, 144.995641 -37.785562, 144.995953 -37.786385, 144.995939 -37.786758))"
719,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.717,,,,14000,0.6,Medium,"MULTILINESTRING ((144.991583 -37.782842, 144.990674 -37.781728, 144.990587 -37.781214, 144.990919 -37.780714, 144.992284 -37.779644, 144.992634 -37.77895, 144.992948 -37.777388))"
720,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.718,,,,4000,0.3,Low,"MULTILINESTRING ((144.992948 -37.777388, 144.992634 -37.77895, 144.992284 -37.779644, 144.990919 -37.780714, 144.990587 -37.781214, 144.990674 -37.781728, 144.991583 -37.782842))"
721,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.719,,,,40000,0.6,Low,"MULTILINESTRING ((145.028403 -37.865532, 145.029414 -37.866358, 145.031368 -37.867955, 145.033391 -37.86968, 145.037659 -37.873543, 145.039527 -37.875271, 145.040677 -37.87629, 145.042658 -37.877664))"
722,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.720,,,,11000,0.2,Low,"MULTILINESTRING ((145.042658 -37.877664, 145.040677 -37.87629, 145.039527 -37.875271, 145.037659 -37.873543, 145.033391 -37.86968, 145.031368 -37.867955, 145.029414 -37.866358, 145.028403 -37.865532))"
723,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.721,,,,1000,0.1,Low,"MULTILINESTRING ((144.829996 -37.867168, 144.834828 -37.86767, 144.838387 -37.868022, 144.839836 -37.867992))"
724,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.722,,,,2000,0.2,Low,"MULTILINESTRING ((144.839836 -37.867992, 144.838387 -37.868022, 144.834828 -37.86767, 144.829996 -37.867168))"
725,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.723,,,,4000,0.1,Low,"MULTILINESTRING ((144.832679 -37.788259, 144.834074 -37.789877, 144.836974 -37.792891, 144.839167 -37.794488, 144.839995 -37.795237, 144.841084 -37.795869, 144.842611 -37.79654, 144.843696 -37.796855, 144.845048 -37.797159, 144.848228 -37.797589, 144.862707 -37.799301))"
726,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.724,,,,18000,0.5,Low,"MULTILINESTRING ((144.862707 -37.799301, 144.848228 -37.797589, 144.845048 -37.797159, 144.843696 -37.796855, 144.842611 -37.79654, 144.841084 -37.795869, 144.839995 -37.795237, 144.839167 -37.794488, 144.836974 -37.792891, 144.834074 -37.789877, 144.832679 -37.788259))"
727,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.725,,,,1000,0.1,Low,"MULTILINESTRING ((144.839836 -37.867992, 144.842503 -37.867316, 144.843785 -37.866548, 144.847262 -37.864347, 144.849133 -37.862668, 144.849635 -37.86165, 144.850005 -37.859088, 144.850473 -37.85776, 144.851458 -37.856532, 144.851987 -37.855874, 144.853731 -37.851114, 144.853779 -37.850115, 144.854873 -37.848441, 144.855725 -37.848111, 144.857053 -37.847917))"
728,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.726,,,,2000,0.2,Low,"MULTILINESTRING ((144.857053 -37.847917, 144.855725 -37.848111, 144.854873 -37.848441, 144.853779 -37.850115, 144.853731 -37.851114, 144.851987 -37.855874, 144.851458 -37.856532, 144.850473 -37.85776, 144.850005 -37.859088, 144.849635 -37.86165, 144.849133 -37.862668, 144.847262 -37.864347, 144.843785 -37.866548, 144.842503 -37.867316, 144.839836 -37.867992))"
729,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.727,,,,9000,0.4,Low,"MULTILINESTRING ((145.031528 -37.778383, 145.034687 -37.777511, 145.036347 -37.777153, 145.037315 -37.776693, 145.038085 -37.776025, 145.038943 -37.77479))"
730,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.728,,,,3000,0.2,Low,"MULTILINESTRING ((145.038943 -37.77479, 145.038085 -37.776025, 145.037315 -37.776693, 145.036347 -37.777153, 145.034687 -37.777511, 145.031528 -37.778383))"
731,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.729,,,,2000,0.1,Low,"MULTILINESTRING ((144.823881 -37.776686, 144.822993 -37.77525, 144.822779 -37.774663, 144.82272 -37.773721, 144.822737 -37.773013, 144.822954 -37.772316, 144.823248 -37.771754, 144.823912 -37.770961, 144.83501 -37.759607, 144.848667 -37.744997, 144.85662 -37.736038, 144.866218 -37.725258, 144.86804 -37.722884))"
732,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.730,,,,5000,0.4,Low,"MULTILINESTRING ((144.86804 -37.722884, 144.866218 -37.725258, 144.85662 -37.736038, 144.848667 -37.744997, 144.83501 -37.759607, 144.823912 -37.770961, 144.823248 -37.771754, 144.822954 -37.772316, 144.822737 -37.773013, 144.82272 -37.773721, 144.822779 -37.774663, 144.822993 -37.77525, 144.823881 -37.776686))"
733,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.731,,,,6000,0.3,Low,"MULTILINESTRING ((145.032987 -37.839923, 145.034171 -37.840224, 145.035349 -37.840726, 145.036271 -37.841304, 145.037012 -37.84204, 145.037599 -37.842834, 145.038264 -37.844379, 145.04024 -37.848077, 145.041262 -37.849217))"
734,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.732,,,,3000,0.2,Low,"MULTILINESTRING ((145.041262 -37.849217, 145.04024 -37.848077, 145.038264 -37.844379, 145.037599 -37.842834, 145.037012 -37.84204, 145.036271 -37.841304, 145.035349 -37.840726, 145.034171 -37.840224, 145.032987 -37.839923))"
